date,P_Kweek_47_Kday_49_ETE_70_ORD_69_EXT_83_E2Ekor_83_EXTkor_70_DIFF_23
Fri Feb 27 14:00:00 UTC 2026,-2.964533346635407E-4
Fri Feb 27 15:00:00 UTC 2026,-2.964782760512795E-4
Fri Feb 27 16:00:00 UTC 2026,-2.9645645233700803E-4
Fri Feb 27 17:00:00 UTC 2026,-2.966784306878835E-4
Fri Feb 27 18:00:00 UTC 2026,-2.964252756023345E-4
Fri Feb 27 19:00:00 UTC 2026,-2.9649947623085746E-4
Fri Feb 27 20:00:00 UTC 2026,-2.967227016511198E-4
Fri Feb 27 21:00:00 UTC 2026,-2.967227016511198E-4
Fri Feb 27 22:00:00 UTC 2026,-2.967227016511198E-4
Fri Feb 27 23:00:00 UTC 2026,-2.967227016511198E-4
Sat Feb 28 00:00:00 UTC 2026,-2.967227016511198E-4
Sat Feb 28 01:00:00 UTC 2026,-2.967227016511198E-4
Sat Feb 28 02:00:00 UTC 2026,-2.967227016511198E-4
Sat Feb 28 03:00:00 UTC 2026,-2.967227016511198E-4
Sat Feb 28 04:00:00 UTC 2026,-2.967227016511198E-4
Sat Feb 28 05:00:00 UTC 2026,-2.967227016511198E-4
Sat Feb 28 06:00:00 UTC 2026,-2.967227016511198E-4
Sat Feb 28 07:00:00 UTC 2026,-2.967227016511198E-4
Sat Feb 28 08:00:00 UTC 2026,-2.967227016511198E-4
Sat Feb 28 09:00:00 UTC 2026,-2.967227016511198E-4
Sat Feb 28 10:00:00 UTC 2026,-2.967227016511198E-4
Sat Feb 28 11:00:00 UTC 2026,-2.967227016511198E-4
Sat Feb 28 12:00:00 UTC 2026,-2.967227016511198E-4
Sat Feb 28 13:00:00 UTC 2026,-2.967227016511198E-4
Sat Feb 28 14:00:00 UTC 2026,-2.967227016511198E-4
Sat Feb 28 15:00:00 UTC 2026,-2.967227016511198E-4
Sat Feb 28 16:00:00 UTC 2026,-2.967227016511198E-4
Sat Feb 28 17:00:00 UTC 2026,-2.967227016511198E-4
Sat Feb 28 18:00:00 UTC 2026,-2.967227016511198E-4
Sat Feb 28 19:00:00 UTC 2026,-2.967227016511198E-4
Sat Feb 28 20:00:00 UTC 2026,-2.967227016511198E-4
Sat Feb 28 21:00:00 UTC 2026,-2.967227016511198E-4
Sat Feb 28 22:00:00 UTC 2026,-2.967227016511198E-4
Sat Feb 28 23:00:00 UTC 2026,-2.967227016511198E-4
Sun Mar 01 00:00:00 UTC 2026,-2.967227016511198E-4
Sun Mar 01 01:00:00 UTC 2026,-2.967227016511198E-4
Sun Mar 01 02:00:00 UTC 2026,-2.967227016511198E-4
Sun Mar 01 03:00:00 UTC 2026,-2.967227016511198E-4
Sun Mar 01 04:00:00 UTC 2026,-2.967227016511198E-4
Sun Mar 01 05:00:00 UTC 2026,-2.967227016511198E-4
Sun Mar 01 06:00:00 UTC 2026,-2.967227016511198E-4
Sun Mar 01 07:00:00 UTC 2026,-2.967227016511198E-4
Sun Mar 01 08:00:00 UTC 2026,-2.967227016511198E-4
Sun Mar 01 09:00:00 UTC 2026,-2.967227016511198E-4
Sun Mar 01 10:00:00 UTC 2026,-2.967227016511198E-4
Sun Mar 01 11:00:00 UTC 2026,-2.967227016511198E-4
Sun Mar 01 12:00:00 UTC 2026,-2.967227016511198E-4
Sun Mar 01 13:00:00 UTC 2026,-2.967227016511198E-4
Sun Mar 01 14:00:00 UTC 2026,-2.967227016511198E-4
Sun Mar 01 15:00:00 UTC 2026,-2.967227016511198E-4
Sun Mar 01 16:00:00 UTC 2026,-2.967227016511198E-4
Sun Mar 01 17:00:00 UTC 2026,-2.967227016511198E-4
Sun Mar 01 18:00:00 UTC 2026,-2.967227016511198E-4
Sun Mar 01 19:00:00 UTC 2026,-2.967227016511198E-4
Sun Mar 01 20:00:00 UTC 2026,-2.967227016511198E-4
Sun Mar 01 21:00:00 UTC 2026,-2.974840375118472E-4
Sun Mar 01 22:00:00 UTC 2026,-2.967638549408889E-4
Sun Mar 01 23:00:00 UTC 2026,-2.963604279942136E-4
Mon Mar 02 00:00:00 UTC 2026,-2.9619955604329824E-4
Mon Mar 02 01:00:00 UTC 2026,-2.962020501820721E-4
Mon Mar 02 02:00:00 UTC 2026,-2.963074275452686E-4
Mon Mar 02 03:00:00 UTC 2026,-2.96299945128947E-4
Mon Mar 02 04:00:00 UTC 2026,-2.9650259390432484E-4
Mon Mar 02 05:00:00 UTC 2026,-2.9650446450840527E-4
Mon Mar 02 06:00:00 UTC 2026,-2.9661919489200377E-4
Mon Mar 02 07:00:00 UTC 2026,-2.9646829949618396E-4
Mon Mar 02 08:00:00 UTC 2026,-2.9612286127600143E-4
Mon Mar 02 09:00:00 UTC 2026,-2.962968274554796E-4
Mon Mar 02 10:00:00 UTC 2026,-2.961839676759615E-4
Mon Mar 02 11:00:00 UTC 2026,-2.961708734473986E-4
Mon Mar 02 12:00:00 UTC 2026,-2.9590337706389983E-4
Mon Mar 02 13:00:00 UTC 2026,-2.9587531800269364E-4
Mon Mar 02 14:00:00 UTC 2026,-2.9627375667182123E-4
Mon Mar 02 15:00:00 UTC 2026,-2.962070384596199E-4
Mon Mar 02 16:00:00 UTC 2026,-2.963454631615703E-4
Mon Mar 02 17:00:00 UTC 2026,-2.9641592258193247E-4
Mon Mar 02 18:00:00 UTC 2026,-2.9610103756172993E-4
Mon Mar 02 19:00:00 UTC 2026,-2.9626814485958E-4
Mon Mar 02 20:00:00 UTC 2026,-2.96321145308525E-4
Mon Mar 02 21:00:00 UTC 2026,-2.96699007332768E-4
Mon Mar 02 22:00:00 UTC 2026,-2.9663727739811445E-4
Mon Mar 02 23:00:00 UTC 2026,-2.9640158128398266E-4
Tue Mar 03 00:00:00 UTC 2026,-2.9623509752082605E-4
Tue Mar 03 01:00:00 UTC 2026,-2.962656507208061E-4
Tue Mar 03 02:00:00 UTC 2026,-2.9614032024741856E-4
Tue Mar 03 03:00:00 UTC 2026,-2.9613096722701655E-4
Tue Mar 03 04:00:00 UTC 2026,-2.9613969671272506E-4
Tue Mar 03 05:00:00 UTC 2026,-2.9611226118621243E-4
Tue Mar 03 06:00:00 UTC 2026,-2.962375916595999E-4
Tue Mar 03 07:00:00 UTC 2026,-2.96173991120866E-4
Tue Mar 03 08:00:00 UTC 2026,-2.9622137975756973E-4
Tue Mar 03 09:00:00 UTC 2026,-2.962899685738515E-4
Tue Mar 03 10:00:00 UTC 2026,-2.9605177832094575E-4
Tue Mar 03 11:00:00 UTC 2026,-2.962687683942735E-4
Tue Mar 03 12:00:00 UTC 2026,-2.961926971616701E-4
Tue Mar 03 13:00:00 UTC 2026,-2.964296403451888E-4
